Column1,Column2,Correlation
Videogame_player,How_much_other_people_share,-0.07578236026237374
Videogame_player,Feel_pressurised_to_share,-0.010051625122989915
Videogame_player,Harm_vs_benifits,0.05663559515586329
Videogame_player,ML_learn_social_skills,0.08225663798521006
Videogame_player,ML_be_creative,0.014085210230470668
Videogame_player,ML_pursue_interest,-0.03395688732192431
Videogame_player,ML_do_well_in_school,0.03523359578371231
Videogame_player,ML_healthy_frienships,0.09123397870779382
Videogame_player,ACCEPT_social_media,-0.041578371181711905
Videogame_player,ACCEPT_videogames,-0.11733702387547752
Videogame_player,ACCEPT_own_smartphone,-0.01440774337625364
Videogame_player,ACCEPT_own_tablet_computer,-0.03623631886210191
Videogame_player,RE_tech_companies,0.04884296014293387
Videogame_player,RE_government,-0.021449890532021808
Videogame_player,RE_parents,0.012810485654505389
Videogame_player,ADV_socialmedia,-0.10110603642013927
Videogame_player,ADV_online_blogs,-0.02551216095143923
Videogame_player,ADV_other_parents,0.01474531283529844
Videogame_player,ADV_books_magazines,0.02681508178818042
Videogame_player,ADV_doctors,-0.045810420241069495
Videogame_player,ADV_teachers,-0.041789884650503796
Videogame_player,Confidence_abt_screen_time,-0.024808834681373824
Videogame_player,How_often_distracted,-0.025355722650889125
Videogame_player,Child_age_0_11,-0.011597302934901459
Videogame_player,Child_gender,-0.015718132427562412
Videogame_player,CHD_tv,-0.0064135545528455976
Videogame_player,CHD_computer,0.0095326207506273
Videogame_player,CHD_tablet,0.017743028650524087
Videogame_player,CHD_gaming_console,0.0631326880310085
Videogame_player,CHD_voice_assistant,-0.0035154445990280055
Videogame_player,CHD_smartphone,-0.01311231949619239
Videogame_player,Child_first_age_smartphone,0.04791835548103885
Videogame_player,Child_owns_smartphones,0.03441426698620917
Videogame_player,Child_owns_smartphone_age,0.04716258212512914
Videogame_player,RS_to_contact,0.04465310188017654
Videogame_player,RS_peer_kids_have,0.04320723340574799
Videogame_player,RS_entertainment,0.04548878628049344
Videogame_player,RS_to_do_homework,0.036313964655769575
Videogame_player,CHSO_facebook,-0.021361922694458513
Videogame_player,CHSO_instagram,-0.023898906373245207
Videogame_player,CHSO_snapchat,-0.024441582616513698
Videogame_player,CHSO_tiktok,-0.014417453351159461
Videogame_player,CHSO_other_websites,-0.01901856402074726
Videogame_player,Child_physical_activity,-0.015441571053151176
Videogame_player,HCHU_smartphone,0.03730420435432763
Videogame_player,HCHU_socialmedia,0.03898103167961861
Videogame_player,HCHU_videogames,0.1445779983863669
Videogame_player,CO_online_bully,-0.008612488017237128
Videogame_player,CO_screen_time,-0.021599466038223516
Videogame_player,CO_sexual_explicit_content,-0.016595632140009586
Videogame_player,CO_online_fraud,-0.008407515019698206
Videogame_player,CO_violent_content,-0.0158334245234571
Videogame_player,AW_on_tv,0.043089102317885236
Videogame_player,AW_videos,0.04238891720610909
Videogame_player,AW_websites,0.031118984603297255
Videogame_player,AW_socialmedia,0.026264632672031437
Videogame_player,AW_videogames,0.022114870912653645
Videogame_player,MNT_websites,0.030556021406397786
Videogame_player,MNT_take_away_mobile,0.04004807295122245
Videogame_player,MNT_screentime,0.05981415773031459
Videogame_player,MNT_call_records,0.04790440171786535
Videogame_player,MNT_parental_controls,0.03758628715928845
Videogame_player,MNT_socialmedia,0.04813829738715452
Videogame_player,MNT_gps,0.05390780381814054
Videogame_player,ALLOW_home_dinner,-0.019593074177486736
Videogame_player,ALLOW_outside_dinner,-0.022438882782749255
Videogame_player,ALLOW_before_bed,0.00037449588880965833
Videogame_player,ALLOW_in_car,0.004932748914693177
Videogame_player,Uses_youtube,-0.004359686967223429
Videogame_player,How_often_youtube,0.017467652178677174
Videogame_player,YT_new_cultures,0.03610752457426025
Videogame_player,YT_learn_new_things,0.0566535051153267
Videogame_player,YT_entertainment,0.03593563011236148
Videogame_player,YT_inappropriate_videos,0.05152013993804676
Videogame_player,YT_concern_inappropriate,0.040724162353132455
Videogame_player,YT_concern_ads,0.05013024338706039
Videogame_player,YT_concern_recommended,0.05992045839862732
Videogame_player,YT_preventing_inappropriate,0.04646549323961771
Videogame_player,Child_bullied_online,0.0642632566228466
Videogame_player,Confidence_that_child_tells_abt_bullying,0.0535189198778665
Videogame_player,P_metropolitan,-0.003108422413465921
Videogame_player,P_region,0.029145580616238776
Videogame_player,P_age_categories,-0.06340364715977026
Videogame_player,P_gender,0.05212282620385283
Videogame_player,P_education_level,-0.023347211662122745
Videogame_player,P_race,0.0245657000533612
Videogame_player,P_nationality,-0.05934576382025462
Videogame_player,P_marital_status,0.044597692452488055
Videogame_player,P_supporting_party,0.039578436200139774
Videogame_player,P_income,-0.09444718188978878
Videogame_player,P_employment_type,-0.023028676404271465
Videogame_player,P_neighborhood,0.013439311356494815
TS_on_smartphone,TS_on_socialmedia,-0.10021436374774767
TS_on_smartphone,TS_on_videogames,-0.1398943196701799
